Местное время в Астане;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
03.04.2018 20:00;-1.9;748.6;782.0;0.3;63;Ветер, дующий с востока;1;;;60%.; ;;;;0.1;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-8.0;Следы осадков;12;;;;
03.04.2018 17:00;-0.2;748.3;781.5;0.9;60;Ветер, дующий с севера;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-7.2;;;;;;
03.04.2018 14:00;-0.5;747.4;780.6;0.9;63;Ветер, дующий с севера;1;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10.0;-6.7;;;;;;
03.04.2018 11:00;-0.6;746.5;779.8;01.янв;61;Ветер, дующий с севера;3;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-4.3;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-7.2;Следы осадков;12;;;;
03.04.2018 8:00;-2.7;745.4;778.9;02.апр;69;Ветер, дующий с севера;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;4.0;-7.6;Следы осадков;12;;;Сухой рассыпчатый снег покрывает по крайней мере половину поверхности почвы (но не полностью).;4.0
03.04.2018 5:00;-4.3;743.0;776.5;0.8;90;Штиль, безветрие;0;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;;-5.7;;;;;;
03.04.2018 2:00;-4.2;742.2;775.6;0.5;87;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;;-6.0;;;;;;
02.04.2018 23:00;-3.3;741.7;775.0;0.7;87;Ветер, дующий с западо-северо-запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-1.2;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;300-600;;;;-5.2;0.3;12;;;;
02.04.2018 20:00;-4.1;741.0;774.4;0.0;83;Ветер, дующий с запада;2;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;-1.2;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;;-6.6;0.3;12;;;;
02.04.2018 17:00;-3.7;741.0;774.4;-0.4;76;Ветер, дующий с западо-юго-запада;3;;;90  или более, но не 100%;Ливневый снег или ливневый дождь и снег. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;50%.;1000-1500;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-7.3;;;;;;
02.04.2018 14:00;-1.8;741.4;774.5;-0.9;45;Ветер, дующий с западо-юго-запада;2;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-12.4;;;;;;
02.04.2018 11:00;-2.4;742.3;775.6;-0.3;64;Ветер, дующий с западо-юго-запада;2;;;70 – 80%.; ;;;-10.8;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-8.3;;;;;;
02.04.2018 8:00;-6.7;742.6;776.5;-0.9;74;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;10.0;-10.7;;;;;Сухой рассыпчатый снег покрывает по крайней мере половину поверхности почвы (но не полностью).;4.0
02.04.2018 5:00;-10.1;743.5;777.9;-0.7;75;Ветер, дующий с юга;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые просвечивающие.;;;-13.7;;;;;;
02.04.2018 2:00;-10.0;744.2;778.6;-1.1;75;Ветер, дующий с юго-юго-запада;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-13.6;;;;;;
01.04.2018 23:00;-8.6;745.3;779.5;-0.1;80;Ветер, дующий с юго-запада;2;;;Облаков нет.; ;;;;-0.9;;;;;;;-11.4;;;;;;
01.04.2018 20:00;-6.0;745.4;779.2;0.2;71;Ветер, дующий с юго-юго-запада;2;;;Облаков нет.; ;;;;-0.9;;;;;;;-10.4;;;;;;
01.04.2018 17:00;-2.8;745.2;778.6;0.1;63;Ветер, дующий с западо-юго-запада;2;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;-8.9;;;;;;
01.04.2018 14:00;-1.3;745.1;778.3;0.9;48;Ветер, дующий с западо-юго-запада;3;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;-10.9;;;;;;
01.04.2018 11:00;-4.8;744.2;777.9;01.янв;62;Ветер, дующий с юго-юго-запада;2;;;Облаков нет.; ;;;-14.2;;;;;;;10.0;-11.0;;;;;;
01.04.2018 8:00;-12.0;743.1;777.7;01.июл;75;Ветер, дующий с юго-юго-запада;2;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;-15.5;;;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;5.0
01.04.2018 5:00;-13.5;741.4;776.1;0.9;78;Ветер, дующий с юго-юго-запада;2;;;Облаков нет.; ;;;;;;;;;;;-16.5;;;;;;
01.04.2018 2:00;-12.5;740.5;775.0;0.8;77;Ветер, дующий с юго-юго-запада;1;;;Облаков нет.; ;;;;;;;;;;;-15.7;;;;;;
31.03.2018 23:00;-9.7;739.7;773.8;1.0;74;Ветер, дующий с западо-юго-запада;1;;;Облаков нет.; ;;;;-2.3;;;;;;;-13.5;;;;;;
31.03.2018 20:00;-6.5;738.7;772.3;0.7;69;Ветер, дующий с запада;3;;;Облаков нет.; ;;;;-2.3;;;;;;;-11.4;;;;;;
31.03.2018 17:00;-3.5;738.0;771.2;0.8;46;Ветер, дующий с западо-северо-запада;2;;;Облаков нет.; ;;;;;;;;;;10.0;-13.5;;;;;;
31.03.2018 14:00;-3.5;737.2;770.4;0.9;36;Ветер, дующий с северо-запада;1;;;Облаков нет.; ;;;;;;;;;;10.0;-16.4;;;;;;
31.03.2018 11:00;-5.0;736.3;769.6;01.июл;40;Ветер, дующий с северо-северо-востока;2;;;Облаков нет.; ;;;-14.1;;;;;;;10.0;-16.5;;;;;;
31.03.2018 8:00;-9.8;734.6;768.5;01.июн;65;Ветер, дующий с северо-северо-востока;3;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10.0;-15.3;;;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;6.0
31.03.2018 5:00;-13.9;733.0;767.4;02.янв;71;Ветер, дующий с северо-северо-востока;1;;;Облаков нет.; ;;;;;;;;;;;-18.0;;;;;;
31.03.2018 2:00;-12.1;730.9;764.9;01.авг;69;Ветер, дующий с северо-северо-востока;3;;;Облаков нет.; ;;;;;;;;;;;-16.6;;;;;;
30.03.2018 23:00;-10.0;729.1;762.8;01.апр;66;Ветер, дующий с северо-востока;3;;;Облаков нет.; ;;;;-4.0;;;;;;;-15.3;1.0;12;;;;
30.03.2018 20:00;-7.8;727.7;761.0;0.1;60;Ветер, дующий с северо-северо-востока;4;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;-4.0;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-14.2;1.0;12;;;;
30.03.2018 17:00;-7.8;727.6;760.9;-0.6;76;Ветер, дующий с северо-северо-востока;4;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;1.0;-11.3;;;;;;
30.03.2018 14:00;-6.2;728.2;761.3;-1.2;54;Ветер, дующий с северо-востока;4;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;4.0;-14.0;;;;;;
30.03.2018 11:00;-5.3;729.4;762.4;-0.4;68;Ветер, дующий с северо-северо-востока;3;;;100%.; ;;;-4.3;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;1000-1500;;;10.0;-10.3;Следы осадков;12;;;;
30.03.2018 8:00;-4.1;729.8;762.7;0.2;75;Ветер, дующий с северо-запада;3;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;10.0;-7.9;Следы осадков;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.;3.0
30.03.2018 5:00;-2.5;729.6;762.3;01.май;83;Ветер, дующий с запада;3;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;300-600;;;;-5.0;;;;;;
30.03.2018 2:00;-1.2;728.1;760.6;0.8;83;Ветер, дующий с западо-юго-запада;3;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-3.7;;;;;;
29.03.2018 23:00;-0.2;727.3;759.7;0.0;80;Ветер, дующий с запада;5;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;03.мар;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-3.2;0.1;12;;;;
29.03.2018 20:00;0.7;727.3;759.4;0.9;87;Ветер, дующий с запада;6;;16;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;03.мар;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;;-1.2;0.1;12;;;;
29.03.2018 17:00;01.сен;726.4;758.3;-0.6;88;Ветер, дующий с юго-запада;4;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;100-200;;;10.0;0.1;;;;;;
29.03.2018 14:00;02.янв;727.0;759.1;-1.6;73;Ветер, дующий с юга;7;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;300-600;;;4.0;-2.2;;;;;;
29.03.2018 11:00;01.апр;728.6;760.8;-1.7;62;Ветер, дующий с юго-юго-запада;5;;;100%.; ;;;-2.6;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;10.0;-5.1;;;;;;
29.03.2018 8:00;-1.1;730.3;762.8;-1.3;67;Ветер, дующий с юго-юго-запада;4;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-6.6;;;;;Неровный слой слежавшегося или мокрого снега покрывает почву полностью.;5.0
29.03.2018 5:00;-2.1;731.6;764.3;-1.2;73;Ветер, дующий с юго-юго-запада;3;;;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1500-2000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-6.3;;;;;;
29.03.2018 2:00;-0.8;732.8;765.4;-1.7;71;Ветер, дующий с юго-юго-запада;3;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;1500-2000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-5.4;;;;;;
28.03.2018 23:00;-0.4;734.5;767.1;-0.7;70;Ветер, дующий с юго-юго-запада;4;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;01.фев;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-5.2;Следы осадков;12;;;;
28.03.2018 20:00;-0.1;735.2;767.8;0.1;78;Ветер, дующий с юга;3;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;01.фев;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;1500-2000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-3.6;Следы осадков;12;;;;
28.03.2018 17:00;0.5;735.1;767.6;0.4;72;Ветер, дующий с юга;2;;;90  или более, но не 100%;Снег непрерывный слабый в срок наблюдения. ;Облака покрывали более половины неба в течение всего соответствующего периода.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1500-2000;"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-4.0;;;;;;
28.03.2018 14:00;0.0;734.7;767.3;0.0;75;Ветер, дующий с юго-юго-запада;3;;;70 – 80%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;70 – 80%.;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-3.9;;;;;;
28.03.2018 11:00;-2.2;734.7;767.5;0.6;80;Ветер, дующий с юга;3;;;90  или более, но не 100%; ;;;-7.0;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;90  или более, но не 100%;200-300;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-5.2;;;;;;
28.03.2018 8:00;-5.4;734.1;767.3;0.8;92;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;100-200;;;10.0;-6.5;;;;;Неровный слой слежавшегося или мокрого снега покрывает почву полностью.;9.0
28.03.2018 5:00;-6.5;733.3;766.7;0.0;89;Ветер, дующий с западо-юго-запада;1;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;100-200;;;;-8.0;;;;;;
28.03.2018 2:00;-5.3;733.3;766.5;-0.1;88;Ветер, дующий с юго-юго-запада;2;;;60%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;60%.;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;;-7.0;;;;;;
27.03.2018 23:00;-4.9;733.4;766.6;0.3;88;Ветер, дующий с юго-запада;1;;;Облаков нет.; ;;;;0.5;;;;;;;-6.6;;;;;;
27.03.2018 20:00;-2.7;733.1;766.0;0.3;81;Ветер, дующий с юго-юго-запада;2;;;Облаков нет.; ;;;;0.5;;;;;;;-5.5;;;;;;
27.03.2018 17:00;-0.5;732.8;765.4;-0.5;68;Ветер, дующий с юго-запада;4;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;10.0;-5.7;;;;;;
27.03.2018 14:00;-0.5;733.3;765.9;-0.1;61;Ветер, дующий с юго-запада;4;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;10.0;-7.1;;;;;;
27.03.2018 11:00;-0.4;733.4;766.0;-0.4;63;Ветер, дующий с юго-запада;4;;;70 – 80%.; ;;;-5.2;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;10.0;-6.6;;;;;;
27.03.2018 8:00;-2.7;733.8;766.7;0.8;75;Ветер, дующий с юго-юго-запада;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;10.0;-6.5;;;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;12.0
27.03.2018 5:00;-3.1;733.0;765.9;-0.1;77;Ветер, дующий с юго-запада;3;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;300-600;;;;-6.6;;;;;;
27.03.2018 2:00;-3.5;733.1;766.1;-0.5;81;Ветер, дующий с юго-юго-запада;3;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;;-6.3;;;;;;
26.03.2018 23:00;-4.9;733.6;766.7;0.4;86;Ветер, дующий с юго-запада;1;;;100%.; ;;;;-1.3;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;;-6.9;;;;;;
26.03.2018 20:00;-4.6;733.2;766.3;0.8;82;Ветер, дующий с юго-юго-запада;2;;;Облаков нет.; ;;;;-1.3;;;;;;;-7.2;;;;;;
26.03.2018 17:00;-2.7;732.4;765.3;0.4;70;Ветер, дующий с западо-юго-запада;5;;;70 – 80%.; ;;;;;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";70 – 80%.;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-7.4;;;;;;
26.03.2018 14:00;-2.1;732.0;764.8;01.янв;76;Ветер, дующий с запада;4;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;300-600;;;10.0;-5.9;;;;;;
26.03.2018 11:00;-2.9;730.9;763.6;02.мар;73;Ветер, дующий с западо-юго-запада;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;-6.1;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;300-600;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10.0;-7.1;2.0;12;;;;
26.03.2018 8:00;-6.0;728.6;761.7;04.янв;83;Ветер, дующий с северо-запада;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;10.0;-8.4;2.0;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;12.0
26.03.2018 5:00;-5.0;724.5;757.3;05.мар;90;Ветер, дующий с севера;2;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;200-300;;;;-6.4;;;;;;
26.03.2018 2:00;-4.2;719.2;751.6;03.мар;91;Ветер, дующий с северо-северо-востока;5;;;100%.; ;;;;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;200-300;;;;-5.4;;;;;;
25.03.2018 23:00;-2.2;715.9;747.9;0.6;96;Ветер, дующий с северо-востока;5;;;100%.;Дымка. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;0.3;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;100-200;;;;-2.8;11.0;12;;;;
25.03.2018 20:00;-0.6;715.3;747.1;-1.6;95;Ветер, дующий с северо-востока;3;;;100%.;Дождь замерзающий слабый.  Диаметр отложения при гололеде составляет 1 мм.;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;0.3;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;;-1.3;11.0;12;;;;
25.03.2018 17:00;0.2;716.9;748.7;-3.7;93;Ветер, дующий с востоко-северо-востока;3;;;100%.;Дождь (незамерзающий) неливневый. ;Дождь со снегом или другими видами твердых осадков;Дождь.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;10.0;-0.8;;;;;;
25.03.2018 14:00;-0.4;720.6;752.6;-4.6;89;Ветер, дующий с востоко-северо-востока;3;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Снег и/или другие виды твердых осадков;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;2.0;-2.0;;;;;;
25.03.2018 11:00;-1.6;725.2;757.6;-3.0;90;Ветер, дующий с юга;1;;;100%.;Снег непрерывный умеренный в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;-4.6;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высокослоистые непросвечивающие или слоисто-дождевые.;;1.0;-3.0;0.6;12;;;;
25.03.2018 8:00;-2.9;728.2;760.9;-1.9;84;Ветер, дующий с юга;1;;;100%.;Состояние неба в общем не изменилось. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;10.0;-5.2;0.6;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;5.0
